SeqNo,Date,UTC Time,pval0,pval1,pval2,pval3,pval4,pval5,pval6,pval7,pval8,pval9
1,04/16/2012,04:28:09.897,2,17E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
2,04/16/2012,04:28:12.608,2,17E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
3,04/16/2012,04:28:12.754,2,25E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
4,04/16/2012,04:28:12.904,2,33E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
5,04/16/2012,04:28:13.056,2,40E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
6,04/16/2012,04:28:13.205,2,48E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
7,04/16/2012,04:28:13.356,2,55E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0
8,04/16/2012,04:28:13.509,2,63E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
9,04/16/2012,04:28:13.654,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0
10,04/16/2012,04:28:13.807,2,80E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
11,04/16/2012,04:28:13.964,2,88E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0
12,04/16/2012,04:28:14.116,2,97E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
13,04/16/2012,04:28:14.286,3,05E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
14,04/16/2012,04:28:14.429,3,12E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
15,04/16/2012,04:28:14.594,3,21E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0
16,04/16/2012,04:28:14.816,3,33E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
17,04/16/2012,04:28:14.967,3,40E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
18,04/16/2012,04:28:15.128,3,49E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
19,04/16/2012,04:28:18.394,3,56E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0
20,04/16/2012,04:28:18.532,3,62E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
21,04/16/2012,04:28:18.697,3,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
22,04/16/2012,04:28:18.871,3,82E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0
23,04/16/2012,04:28:19.013,3,89E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
24,04/16/2012,04:28:19.176,3,98E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,1,20E+07,   0.000000E+0
25,04/16/2012,04:28:19.339,4,08E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,2,71E+09,   0.000000E+0,   0.000000E+0,   0.000000E+0,0,00E+00,   0.000000E+0
